start_station_name,date,avgtemp,value
W 13 St & 7 Ave,2022-10-24,14.1,1
E 30 St & Park Ave S,2022-10-03,11.5,1
E 9 St & 5 Ave,2022-10-07,20.3,1
Grand St & Samuel Dickstein Plaza,2022-10-12,17.9,1
E 16 St & Irving Pl,2022-10-26,18.3,1
W 52 St & 6 Ave,2022-10-13,18.7,1
Warren St & W Broadway,2022-10-11,17.0,1
Bergen St & 4 Ave,2022-10-20,11.1,1
Liberty St & Nassau St,2022-10-16,16.1,1
St Marks Pl & 1 Ave,2022-10-16,16.1,1
Broadway & W 58 St,2022-10-02,15.2,1
Macombs Rd & Featherbed Ln,2022-10-07,20.3,1
E 13 St & Avenue A,2022-10-10,15.8,1
E 44 St & Lexington Ave,2022-10-27,16.9,1
Mercer St & Spring St,2022-10-28,11.3,1
Stockholm St & Wilson Ave,2022-10-29,10.8,1
E 20 St & FDR Dr,2022-10-22,14.4,1
Madison St & Cypress Ave,2022-10-25,16.9,1
Huron St & Franklin St,2022-10-09,12.3,1
W Broadway & Spring St,2022-10-08,13.9,1
West End Ave & W 60 St,2022-10-23,14.7,1
Garfield Pl & 8 Ave,2022-10-31,14.4,1
E 11 St & 3 Ave,2022-10-18,12.6,1
Scholes St & Manhattan Ave,2022-10-04,10.3,1
W 45 St & 8 Ave,2022-10-28,11.3,1
Sterling Pl & Bedford Ave,2022-10-27,16.9,1
2 Ave & E 31 St,2022-10-05,13.8,1
E 118 St & Madison Ave,2022-10-14,15.7,1
E 12 St & 3 Ave,2022-10-14,15.7,1
Metropolitan Ave & Meeker Ave,2022-10-15,16.2,1
1 Ave & E 62 St,2022-10-11,17.0,1
Water St & Gouverneur Ln,2022-10-27,16.9,1
W 56 St & 8 Ave,2022-10-12,17.9,1
2 Ave & E 29 St,2022-10-22,14.4,1
Washington Square E,2022-10-07,20.3,1
Water St & Gouverneur Ln,2022-10-27,16.9,1
1 Ave & E 68 St,2022-10-11,17.0,1
E 81 St & Park Ave,2022-10-18,12.6,1
E 41 St & Madison Ave (SW corner),2022-10-04,10.3,1
Broadway & Berry St,2022-10-12,17.9,1
Grand Concourse & E 161 St,2022-10-31,14.4,1
Broadway & Whipple St,2022-10-21,13.4,1
Clinton St & Grand St,2022-10-25,16.9,1
W 15 St & 10 Ave,2022-10-14,15.7,1
E 39 St & 2 Ave,2022-10-03,11.5,1
43 St & 37 Ave,2022-10-07,20.3,1
E 27 St & 1 Ave,2022-10-09,12.3,1
Clinton St & Grand St,2022-10-10,15.8,1
Broadway & W 38 St,2022-10-12,17.9,1
1 Ave & E 39 St,2022-10-13,18.7,1
Cedar St & Myrtle Ave,2022-10-27,16.9,1
Parade Pl & Crooke Ave,2022-10-30,12.5,1
E 2 St & Avenue B,2022-10-01,14.8,1
W 20 St & 10 Ave,2022-10-18,12.6,1
Stuyvesant Walk & 1 Av Loop,2022-10-27,16.9,1
Nassau St & Navy St,2022-10-05,13.8,1
Lexington Ave & E 24 St,2022-10-17,16.6,1
1 Ave & E 68 St,2022-10-07,20.3,1
E 53 St & Lexington Ave,2022-10-20,11.1,1
Degraw St & Smith St,2022-10-31,14.4,1
Huron St & Franklin St,2022-10-15,16.2,1
E 68 St & 3 Ave,2022-10-24,14.1,1
Grand Concourse & E 166 St,2022-10-08,13.9,1
Broadway & W 160 St,2022-10-15,16.2,1
Murray St\t& West St,2022-10-21,13.4,1
W 104 St & Amsterdam Ave,2022-10-06,17.6,1
W 63 St & Broadway,2022-10-11,17.0,1
Columbus Ave & W 72 St,2022-10-29,10.8,1
W 113 St & Broadway,2022-10-07,20.3,1
Brook Ave & E 148 St,2022-10-22,14.4,1
10 Ave & W 14 St,2022-10-21,13.4,1
W 100 St & Manhattan Ave,2022-10-02,15.2,1
Broadway & E 19 St,2022-10-04,10.3,1
31 St & 23 Ave,2022-10-14,15.7,1
35 St & 21 Ave,2022-10-11,17.0,1
Queens Plaza North & Crescent St,2022-10-25,16.9,1
Astoria Park S & Shore Blvd,2022-10-21,13.4,1
Lafayette Ave & Ft Greene Pl,2022-10-04,10.3,1
E Mosholu Pkwy & E 204 St,2022-10-25,16.9,1
E 47 St & Park Ave,2022-10-10,15.8,1
Bedford Ave & Nassau Ave,2022-10-06,17.6,1
Myrtle Ave & Fleet Pl,2022-10-05,13.8,1
Flatbush Ave & Ocean Ave,2022-10-16,16.1,1
5 Ave & E 63 St,2022-10-31,14.4,1
W 30 St & 10 Ave,2022-10-28,11.3,1
W 63 St & Broadway,2022-10-30,12.5,1
Union Ave & N 12 St,2022-10-22,14.4,1
20 Ave & 21 St,2022-10-07,20.3,1
Lincoln Ave & E 138 St,2022-10-11,17.0,1
Front St & Jay St,2022-10-13,18.7,1
W 100 St & Broadway,2022-10-13,18.7,1
Morton St & Washington St,2022-10-28,11.3,1
Madison Ave & E 82 St,2022-10-21,13.4,1
Central Park W & W 97 St,2022-10-03,11.5,1
44 Dr & Jackson Ave,2022-10-15,16.2,1
Grand Army Plaza & Central Park S,2022-10-07,20.3,1
Broadway\t& W 48 St,2022-10-01,14.8,1
Central Park W & W 97 St,2022-10-23,14.7,1
45 Ave & 21 St,2022-10-12,17.9,1
Fulton St & Adams St,2022-10-28,11.3,1
E 60 St & York Ave,2022-10-21,13.4,1
Forsyth St & Canal St,2022-10-30,12.5,1
W 59 St & 10 Ave,2022-10-12,17.9,1
Putnam Ave & Wyckoff Ave,2022-10-27,16.9,1
Adam Clayton Powell Blvd & W 138 St,2022-10-15,16.2,1
Broadway & W 41 St,2022-10-28,11.3,1
Gerard Ave & E 165 St,2022-10-12,17.9,1
Delancey St & Eldridge St,2022-10-27,16.9,1
Lafayette St & E 8 St,2022-10-05,13.8,1
W 52 St & 6 Ave,2022-10-14,15.7,1
31 Ave & Steinway St,2022-10-25,16.9,1
E 161 St & River Ave,2022-10-04,10.3,1
Lenox Ave & W 117 St,2022-10-12,17.9,1
W 20 St & 10 Ave,2022-10-15,16.2,1
Vernon Blvd & 10 St,2022-10-23,14.7,1
Lincoln Ave & E 138 St,2022-10-17,16.6,1
Shakespeare Ave & W 169 St,2022-10-01,14.8,1
W 100 St & Broadway,2022-10-17,16.6,1
Union Ave & Wallabout St,2022-10-06,17.6,1
37 Ave & 35 St,2022-10-21,13.4,1
Broadway & W 160 St,2022-10-30,12.5,1
Greenwich St & Rector St,2022-10-10,15.8,1
King St & Varick St,2022-10-30,12.5,1
W 30 St & 8 Ave,2022-10-18,12.6,1
1 Ave & E 94 St,2022-10-30,12.5,1
E 58 St & Madison Ave,2022-10-11,17.0,1
E 150 St & Gerard Ave,2022-10-31,14.4,1
E 93 St & 2 Ave,2022-10-13,18.7,1
Hudson Blvd E & W 36 St,2022-10-06,17.6,1
Cedar St & Evergreen Ave,2022-10-26,18.3,1
Adams St & Prospect St,2022-10-04,10.3,1
11 Ave & W 41 St,2022-10-23,14.7,1
Broadway & W 53 St,2022-10-05,13.8,1
E 81 St & 3 Ave,2022-10-19,10.0,1
Broadway & Roebling St,2022-10-15,16.2,1
Walton Ave & E 168 St,2022-10-20,11.1,1
W 42 St & 6 Ave,2022-10-18,12.6,1
E 103 St & Lexington Ave,2022-10-09,12.3,1
E 11 St & 1 Ave,2022-10-22,14.4,1
E 58 St & Madison Ave,2022-10-22,14.4,1
38 St & 30 Ave,2022-10-27,16.9,1
6 Ave & W 45 St,2022-10-26,18.3,1
1 Ave & E 6 St,2022-10-18,12.6,1
W 163 St & Riverside Dr,2022-10-22,14.4,1
Astoria Park S & Shore Blvd,2022-10-16,16.1,1
2 Ave & 39 St,2022-10-06,17.6,1
Central Park West & W 76 St,2022-10-19,10.0,1
W 43 St & 10 Ave,2022-10-08,13.9,1
Berry St & N 8 St,2022-10-14,15.7,1
W 56 St & 6 Ave,2022-10-12,17.9,1
Union Ave & N 12 St,2022-10-30,12.5,1
Grand St & Elizabeth St,2022-10-08,13.9,1
Johnson St & Gold St,2022-10-20,11.1,1
Union St & Bedford Ave,2022-10-08,13.9,1
1 Ave & E 68 St,2022-10-02,15.2,1
Broadway & W 41 St,2022-10-26,18.3,1
South St & Pike St,2022-10-14,15.7,1
Rutgers St & Henry St,2022-10-23,14.7,1
1 Ave & E 78 St,2022-10-12,17.9,1
E 33 St & 5 Ave,2022-10-14,15.7,1
Wythe Ave & Metropolitan Ave,2022-10-08,13.9,1
E 75 St & 3 Ave,2022-10-20,11.1,1
Forsyth St\t& Grand St,2022-10-20,11.1,1
Hart St & Wyckoff Ave,2022-10-11,17.0,1
Central Park W & W 97 St,2022-10-15,16.2,1
Jackson St & Leonard St,2022-10-21,13.4,1
Driggs Ave & Lorimer St,2022-10-08,13.9,1
Milton St & Franklin St,2022-10-06,17.6,1
E 43 St & 2 Ave,2022-10-21,13.4,1
E 27 St & 1 Ave,2022-10-12,17.9,1
W 17 St & 8 Ave,2022-10-25,16.9,1
W 46 St & 11 Ave,2022-10-07,20.3,1
Scholes St & Manhattan Ave,2022-10-25,16.9,1
E 60 St & York Ave,2022-10-15,16.2,1
E 1 St & 1 Ave,2022-10-18,12.6,1
Metropolitan Ave & Bedford Ave,2022-10-17,16.6,1
1 Ave & E 62 St,2022-10-27,16.9,1
E 9 St & Avenue C,2022-10-03,11.5,1
8 Ave & W 31 St,2022-10-07,20.3,1
Broadway & W 37 St,2022-10-11,17.0,1
Queens Plaza North & Crescent St,2022-10-25,16.9,1
W 82 St & Central Park West,2022-10-05,13.8,1
Clinton St & Union St,2022-10-08,13.9,1
43 St & 50 Ave,2022-10-20,11.1,1
Evergreen Ave & Noll St,2022-10-31,14.4,1
1 Ave & E 62 St,2022-10-26,18.3,1
1 Ave & E 68 St,2022-10-05,13.8,1
E 81 St & York Ave,2022-10-12,17.9,1
Broadway & W 58 St,2022-10-10,15.8,1
Forsyth St & Broome St,2022-10-08,13.9,1
Prospect Pl & Underhill Ave,2022-10-10,15.8,1
E 58 St & Madison Ave,2022-10-20,11.1,1
Carlton Ave & Flushing Ave,2022-10-30,12.5,1
S 4 St & Wythe Ave,2022-10-15,16.2,1
Melrose Ave & E 150 St,2022-10-10,15.8,1
W 53 St & 10 Ave,2022-10-22,14.4,1
E 82 St & East End Ave,2022-10-02,15.2,1
Dean St & Franklin Ave,2022-10-02,15.2,1
E 25 St & 2 Ave,2022-10-22,14.4,1
E 13 St & 2 Ave,2022-10-12,17.9,1
W 11 St & 6 Ave,2022-10-22,14.4,1
5 Av & W 139 St,2022-10-01,14.8,1
W 40 St & 7 Ave,2022-10-20,11.1,1
Clinton St & Grand St,2022-10-03,11.5,1
E 17 St & Broadway,2022-10-14,15.7,1
Pierrepont St & Monroe Pl,2022-10-20,11.1,1
Broadway\t& W 48 St,2022-10-17,16.6,1
N Moore St & Hudson St,2022-10-30,12.5,1
8 Ave & W 16 St,2022-10-15,16.2,1
Riverside Dr & W 82 St,2022-10-25,16.9,1
Water St &  Fletcher St,2022-10-21,13.4,1
W 110 St & Amsterdam Ave,2022-10-11,17.0,1
E 4 St & 2 Ave,2022-10-21,13.4,1
E 84 St & 1 Ave,2022-10-11,17.0,1
E 53 St & Lexington Ave,2022-10-21,13.4,1
St. Nicholas Terrace & Convent Ave,2022-10-31,14.4,1
E 114 St & 1 Ave,2022-10-22,14.4,1
University Pl & E 8 St,2022-10-07,20.3,1
E 81 St & 3 Ave,2022-10-07,20.3,1
2 Ave & E 31 St,2022-10-08,13.9,1
St Johns Pl & Washington Ave,2022-10-22,14.4,1
E 43 St & 2 Ave,2022-10-29,10.8,1
Lafayette Ave & Ft Greene Pl,2022-10-26,18.3,1
Grand Army Plaza & Central Park S,2022-10-11,17.0,1
Broadway & W 61 St,2022-10-28,11.3,1
3 Ave & E 100 St,2022-10-16,16.1,1
Central Park W & W 91 St,2022-10-29,10.8,1
Jerome Ave & E 198 St,2022-10-09,12.3,1
W 113 St & Broadway,2022-10-29,10.8,1
W 70 St & Amsterdam Ave,2022-10-16,16.1,1
W 41 St & 8 Ave,2022-10-06,17.6,1
W 37 St & 10 Ave,2022-10-10,15.8,1
Broadway & W 53 St,2022-10-16,16.1,1
E 91 St & 2 Ave,2022-10-08,13.9,1
Park Ave & E 124 St,2022-10-12,17.9,1
W 49 St & 8 Ave,2022-10-07,20.3,1
Riverside Dr & W 138 St,2022-10-15,16.2,1
Central Park West & W 85 St,2022-10-11,17.0,1
W 87 St & Amsterdam Ave,2022-10-16,16.1,1
E 118 St & 1 Ave,2022-10-23,14.7,1
W 45 St & 8 Ave,2022-10-15,16.2,1
8 Ave & W 33 St,2022-10-30,12.5,1
Central Park West & W 72 St,2022-10-16,16.1,1
E 5 St & Ave A,2022-10-16,16.1,1
Tinton Ave & E 165 St,2022-10-28,11.3,1
E 51 St & 1 Ave,2022-10-27,16.9,1
E 26 St & 3 Ave,2022-10-10,15.8,1
Lincoln Pl & Classon Ave,2022-10-16,16.1,1
W 147 St & Adam Clayton Powell Blvd,2022-10-28,11.3,1
Van Brunt St & Van Dyke St,2022-10-08,13.9,1
W 74 St & Columbus Ave,2022-10-25,16.9,1
Gramercy Park N & Gramercy Park E,2022-10-30,12.5,1
Broadway & W 168 St,2022-10-16,16.1,1
W 55 St & 6 Ave,2022-10-08,13.9,1
43 Ave & 47 St,2022-10-23,14.7,1
W 20 St & 10 Ave,2022-10-17,16.6,1
Little West St & 1 Pl,2022-10-28,11.3,1
Van Dam St & Greenpoint Ave,2022-10-05,13.8,1
Fort Washington Ave & W 183 St,2022-10-21,13.4,1
St Johns Pl & Washington Ave,2022-10-08,13.9,1
Wadsworth Ave & W 175 St,2022-10-28,11.3,1
Watts St & Greenwich St,2022-10-19,10.0,1
48 St & 5 Ave,2022-10-14,15.7,1
E 6 St & Avenue D,2022-10-05,13.8,1
North Moore St & Greenwich St,2022-10-10,15.8,1
Macon St & Nostrand Ave,2022-10-26,18.3,1
E 3 St & 1 Ave,2022-10-15,16.2,1
Bergen St & Vanderbilt Ave,2022-10-29,10.8,1
W 56 St & 8 Ave,2022-10-13,18.7,1
Riverside Dr & W 104 St,2022-10-31,14.4,1
Warren St & Smith St,2022-10-12,17.9,1
Washington Square E,2022-10-26,18.3,1
W 155 St & Frederick Douglass Blvd,2022-10-02,15.2,1
Lefferts Pl & Franklin Ave,2022-10-18,12.6,1
11 Ave & W 27 St,2022-10-22,14.4,1
W 24 St & 7 Ave,2022-10-15,16.2,1
W 15 St & 10 Ave,2022-10-31,14.4,1
Roebling St & N 4 St,2022-10-29,10.8,1
Grand St & Elizabeth St,2022-10-15,16.2,1
E 5 St & Ave A,2022-10-04,10.3,1
11 Ave & W 27 St,2022-10-23,14.7,1
Kent Ave & N 7 St,2022-10-29,10.8,1
W 30 St & 10 Ave,2022-10-07,20.3,1
E 2 St & Avenue B,2022-10-14,15.7,1
River Ave & McClellan St,2022-10-09,12.3,1
Grand Concourse & E 161 St,2022-10-21,13.4,1
E 170 St & Sheridan Ave,2022-10-02,15.2,1
Myrtle Ave & Fleet Pl,2022-10-28,11.3,1
1 Ave & E 30 St,2022-10-25,16.9,1
6 Ave & Walker St,2022-10-03,11.5,1
E 17 St & Broadway,2022-10-13,18.7,1
Broadway & Morris St,2022-10-11,17.0,1
W 12 St & Hudson St,2022-10-27,16.9,1
John St & William St,2022-10-06,17.6,1
W 21 St & 6 Ave,2022-10-27,16.9,1
W 17 St & 7 Ave,2022-10-12,17.9,1
Ave D & E 8 St,2022-10-11,17.0,1
E 161 St & River Ave,2022-10-27,16.9,1
Greenwich St & Hubert St,2022-10-06,17.6,1
E 51 St & 2 Ave,2022-10-01,14.8,1
7 Ave & Park Pl,2022-10-20,11.1,1
Douglass St & 4 Ave,2022-10-03,11.5,1
Maiden Ln & Pearl St,2022-10-09,12.3,1
E 74 St & 1 Ave,2022-10-30,12.5,1
N 12 St & Bedford Ave,2022-10-09,12.3,1
Bank St & Washington St,2022-10-25,16.9,1
Morris Ave & E 142 St,2022-10-11,17.0,1
West St & Liberty St,2022-10-26,18.3,1
Classon Ave & St Marks Ave,2022-10-01,14.8,1
Stanton St & Norfolk St,2022-10-28,11.3,1
Warren St & W Broadway,2022-10-26,18.3,1
31 Ave & 34 St,2022-10-13,18.7,1
49 St & 25 Ave,2022-10-19,10.0,1
W 21 St & 6 Ave,2022-10-22,14.4,1
W 64 St & Thelonious Monk Circle,2022-10-14,15.7,1
W 15 St & 6 Ave,2022-10-20,11.1,1
Center Blvd & 51 Ave,2022-10-25,16.9,1
W 30 St & 10 Ave,2022-10-22,14.4,1
E 53 St & Madison Ave,2022-10-18,12.6,1
W 87 St & Amsterdam Ave,2022-10-02,15.2,1
Lexington Ave & E 128 St,2022-10-27,16.9,1
St. Nicholas Ave & W 126 St,2022-10-17,16.6,1
E 88 St & 1 Ave,2022-10-05,13.8,1
W 20 St & 10 Ave,2022-10-17,16.6,1
Crescent St & 30 Ave,2022-10-10,15.8,1
27 St & Hunter St,2022-10-28,11.3,1
E 14 St & Avenue B,2022-10-08,13.9,1
W 116 St & Broadway,2022-10-04,10.3,1
Prospect Pl & Underhill Ave,2022-10-18,12.6,1
Lafayette St & E 8 St,2022-10-05,13.8,1
Columbus Ave & W 72 St,2022-10-30,12.5,1
Stewart Ave & Johnson Ave,2022-10-24,14.1,1
W 64 St & Thelonious Monk Circle,2022-10-04,10.3,1
Broadway & W 56 St,2022-10-12,17.9,1
W 40 St & 7 Ave,2022-10-21,13.4,1
8 Ave & W 31 St,2022-10-03,11.5,1
Cleveland Pl & Spring St,2022-10-28,11.3,1
46 Ave & 5 St,2022-10-29,10.8,1
Bridge St & Water St,2022-10-30,12.5,1
E 6 St & 2 Ave,2022-10-23,14.7,1
Crescent St & 35 Ave,2022-10-05,13.8,1
Franklin St & W Broadway,2022-10-17,16.6,1
Willis Ave & E 141 St,2022-10-20,11.1,1
Amsterdam Ave & W 79 St,2022-10-08,13.9,1
S 3 St & Bedford Ave,2022-10-16,16.1,1
20 Ave & 38 St,2022-10-12,17.9,1
Madison Ave & E 26 St,2022-10-07,20.3,1
W 24 St & 7 Ave,2022-10-05,13.8,1
Lafayette Ave & Ft Greene Pl,2022-10-01,14.8,1
Broadway & W 58 St,2022-10-27,16.9,1
W 52 St & 6 Ave,2022-10-19,10.0,1
Washington Pl & 6 Ave,2022-10-10,15.8,1
27 St & Hunter St,2022-10-14,15.7,1
43 Ave & 40 St,2022-10-11,17.0,1
W 20 St & 10 Ave,2022-10-24,14.1,1
University Pl & E 8 St,2022-10-19,10.0,1
Broadway & W 25 St,2022-10-12,17.9,1
Amsterdam Ave & W 79 St,2022-10-01,14.8,1
Brook Ave & E 141 St,2022-10-21,13.4,1
9 Ave & W 22 St,2022-10-07,20.3,1
W 40 St & 5 Ave,2022-10-06,17.6,1
Bushwick Ave & Harman St,2022-10-08,13.9,1
Jerome Ave & E 181 St,2022-10-23,14.7,1
6 Ave & W 45 St,2022-10-07,20.3,1
Wards Meadow Comfort Station,2022-10-18,12.6,1
Columbia St & Rivington St,2022-10-20,11.1,1
N 15 St & Wythe Ave,2022-10-30,12.5,1
Amsterdam Ave & W 66 St,2022-10-12,17.9,1
W 27 St & 7 Ave,2022-10-31,14.4,1
Bridge St & York St,2022-10-22,14.4,1
Rivington St & Chrystie St,2022-10-27,16.9,1
E 40 St & Park Ave,2022-10-17,16.6,1
University Ave & W Burnside Ave,2022-10-30,12.5,1
University Pl & E 14 St,2022-10-21,13.4,1
4 Ave & 3 St,2022-10-25,16.9,1
W 25 St & 6 Ave,2022-10-22,14.4,1
Greenwich St & W Houston St,2022-10-03,11.5,1
Westchester Ave & Jackson Ave,2022-10-21,13.4,1
Bayard St & Leonard St,2022-10-06,17.6,1
W 22 St & 10 Ave,2022-10-01,14.8,1
W 37 St & 10 Ave,2022-10-16,16.1,1
7 Ave S & Bleecker St,2022-10-17,16.6,1
W 18 St & 6 Ave,2022-10-17,16.6,1
6 Ave & Walker St,2022-10-09,12.3,1
McKibbin St & Bogart St,2022-10-26,18.3,1
LaGuardia Pl & W 3 St,2022-10-30,12.5,1
Centre St & Worth St,2022-10-08,13.9,1
E 103 St & Lexington Ave,2022-10-12,17.9,1
St Marks Pl & 2 Ave,2022-10-07,20.3,1
E 91 St & 2 Ave,2022-10-26,18.3,1
Metropolitan Ave & Bedford Ave,2022-10-16,16.1,1
Rivington St & Chrystie St,2022-10-15,16.2,1
Stockholm St & Wilson Ave,2022-10-12,17.9,1
Canal St & Rutgers St,2022-10-04,10.3,1
Grand St & Elizabeth St,2022-10-08,13.9,1
Broadway\t& W 48 St,2022-10-22,14.4,1
Bushwick Ave & McKibbin St,2022-10-30,12.5,1
Central Park West & W 72 St,2022-10-15,16.2,1
Forest Ave & Summerfield St,2022-10-16,16.1,1
Broadway & W 48 St,2022-10-29,10.8,1
Irving Ave & DeKalb Ave,2022-10-01,14.8,1
E 17 St & Broadway,2022-10-06,17.6,1
E 6 St & 2 Ave,2022-10-01,14.8,1
E 2 St & Avenue A,2022-10-13,18.7,1
E 75 St & 3 Ave,2022-10-01,14.8,1
E 20 St & Park Ave,2022-10-01,14.8,1
W 35 St & 8 Ave,2022-10-27,16.9,1
University Pl & E 8 St,2022-10-12,17.9,1
Morton St & West St,2022-10-21,13.4,1
E 14 St & Avenue B,2022-10-04,10.3,1
W 21 St & 6 Ave,2022-10-16,16.1,1
3 Ave & E 71 St,2022-10-10,15.8,1
Broadway & W 25 St,2022-10-14,15.7,1
Washington Square E,2022-10-31,14.4,1
E 10 St & Avenue A,2022-10-12,17.9,1
E 123 St & Lexington Ave,2022-10-17,16.6,1
E 6 St & 2 Ave,2022-10-17,16.6,1
W 29 St & 9 Ave,2022-10-27,16.9,1
W 51 St & 6 Ave,2022-10-15,16.2,1
Pier 40 - Hudson River Park,2022-10-02,15.2,1
Forest Ave & Summerfield St,2022-10-27,16.9,1
W 18 St & 6 Ave,2022-10-23,14.7,1
W 35 St & 8 Ave,2022-10-07,20.3,1
7 Ave & Central Park South,2022-10-02,15.2,1
E 50 St & Park Ave,2022-10-22,14.4,1
Brooklyn Bridge Park - Pier 2,2022-10-18,12.6,1
W 44 St & 5 Ave,2022-10-20,11.1,1
W 15 St & 6 Ave,2022-10-17,16.6,1
W 47 St & 10 Ave,2022-10-31,14.4,1
6 Ave & W 33 St,2022-10-06,17.6,1
St Nicholas Ave & Manhattan Ave,2022-10-31,14.4,1
W 22 St & 8 Ave,2022-10-19,10.0,1
24 St & 38 Ave,2022-10-27,16.9,1
Madison St & Forest Ave,2022-10-17,16.6,1
2 Ave & E 31 St,2022-10-14,15.7,1
E 9 St & 5 Ave,2022-10-11,17.0,1
11 Ave & W 41 St,2022-10-01,14.8,1
W 56 St & 6 Ave,2022-10-13,18.7,1
Stuyvesant Ave & Gates Ave,2022-10-31,14.4,1
University Pl & E 8 St,2022-10-05,13.8,1
E 68 St & 3 Ave,2022-10-12,17.9,1
W Broadway & W Houston St,2022-10-30,12.5,1
8 Ave & W 31 St,2022-10-11,17.0,1
11 Ave & Prospect Ave,2022-10-14,15.7,1
W 47 St & 6 Ave,2022-10-08,13.9,1
E 63 St & 3 Ave,2022-10-11,17.0,1
Division Ave & Hooper St,2022-10-09,12.3,1
Edgecombe Ave & W 141 St,2022-10-02,15.2,1
Broadway & W 58 St,2022-10-15,16.2,1
W 30 St & 10 Ave,2022-10-31,14.4,1
Wythe Ave & Metropolitan Ave,2022-10-06,17.6,1
Broadway & W 168 St,2022-10-15,16.2,1
E 55 St & 2 Ave,2022-10-22,14.4,1
Sullivan St & Washington Sq,2022-10-16,16.1,1
W 21 St & 6 Ave,2022-10-29,10.8,1
6 Ave & Walker St,2022-10-26,18.3,1
Union St & Bedford Ave,2022-10-12,17.9,1
Washington Pl & 6 Ave,2022-10-10,15.8,1
E 13 St & 2 Ave,2022-10-13,18.7,1
20 Ave & 48 St,2022-10-30,12.5,1
Broadway & W 38 St,2022-10-06,17.6,1
E 15 St & 3 Ave,2022-10-01,14.8,1
8 Ave & W 16 St,2022-10-05,13.8,1
W 15 St & 7 Ave,2022-10-20,11.1,1
W 15 St & 7 Ave,2022-10-08,13.9,1
E 7 St & Avenue A,2022-10-29,10.8,1
W 27 St & 7 Ave,2022-10-12,17.9,1
Henry St & Grand St,2022-10-24,14.1,1
W 67 St & Broadway,2022-10-17,16.6,1
W 67 St & Broadway,2022-10-07,20.3,1
W 67 St & Broadway,2022-10-01,14.8,1
E 76 St & Park Ave,2022-10-28,11.3,1
W 33 St & 10 Ave,2022-10-18,12.6,1
Broadway & W 25 St,2022-10-03,11.5,1
1 Ave & E 30 St,2022-10-25,16.9,1
Broadway & W 58 St,2022-10-10,15.8,1
W 26 St & 10 Ave,2022-10-20,11.1,1
11 Ave & W 59 St,2022-10-14,15.7,1
Amsterdam Ave & W 66 St,2022-10-25,16.9,1
Broadway & W 53 St,2022-10-14,15.7,1
E 30 St & Park Ave S,2022-10-02,15.2,1
10 Ave & W 28 St,2022-10-23,14.7,1
South St & Whitehall St,2022-10-25,16.9,1
W 12 St & Hudson St,2022-10-04,10.3,1
Perry St & Greenwich Ave,2022-10-11,17.0,1
Christopher St & Greenwich St,2022-10-07,20.3,1
8 Ave & W 16 St,2022-10-01,14.8,1
E 33 St & 1 Ave,2022-10-26,18.3,1
King St & Varick St,2022-10-01,14.8,1
W 35 St & 9 Ave,2022-10-31,14.4,1
10 Ave & W 28 St,2022-10-25,16.9,1
W 54 St & 11 Ave,2022-10-13,18.7,1
11 Ave & Prospect Ave,2022-10-21,13.4,1
Madison Av & E 51 St,2022-10-24,14.1,1
Lexington Ave & E 29 St,2022-10-28,11.3,1
Bank St & Hudson St,2022-10-22,14.4,1
E 23 St & 1 Ave,2022-10-03,11.5,1
1 Ave & E 16 St,2022-10-09,12.3,1
Westchester Ave & Southern Blvd,2022-10-27,16.9,1
W 47 St & 6 Ave,2022-10-25,16.9,1
12 Ave & W 125 St,2022-10-18,12.6,1
White St & Johnson Ave,2022-10-22,14.4,1
W 42 St & 6 Ave,2022-10-27,16.9,1
W 34 St & 11 Ave,2022-10-28,11.3,1
E 30 St & Park Ave S,2022-10-16,16.1,1
W 26 St & 10 Ave,2022-10-18,12.6,1
Allen St & Rivington St,2022-10-09,12.3,1
Suffolk St & Stanton St,2022-10-15,16.2,1
E 93 St & 2 Ave,2022-10-28,11.3,1
Gramercy Park N & Gramercy Park E,2022-10-20,11.1,1
Willoughby Ave & Myrtle Ave,2022-10-16,16.1,1
West End Ave & W 60 St,2022-10-17,16.6,1
West End Ave & W 60 St,2022-10-21,13.4,1
Riverside Dr & W 148 St,2022-10-28,11.3,1
Ogden Ave & Merriam Ave,2022-10-26,18.3,1
E 169 St & Fox St,2022-10-31,14.4,1
W 49 St & 8 Ave,2022-10-03,11.5,1
Broadway & W 51 St,2022-10-21,13.4,1
5 Ave & E 93 St,2022-10-25,16.9,1
1 Ave & E 44 St,2022-10-17,16.6,1
Columbus Ave & W 95 St,2022-10-12,17.9,1
Jay St & Tech Pl,2022-10-26,18.3,1
W 106 St & Central Park West,2022-10-13,18.7,1
11 Ave & W 59 St,2022-10-12,17.9,1
E 47 St & 1 Ave,2022-10-27,16.9,1
Broadway & W 53 St,2022-10-30,12.5,1
Queens Plaza North & Crescent St,2022-10-13,18.7,1
University Pl & E 8 St,2022-10-25,16.9,1
Broadway & W 56 St,2022-10-26,18.3,1
Spruce St & Nassau St,2022-10-03,11.5,1
W 63 St & Broadway,2022-10-11,17.0,1
W 11 St & 6 Ave,2022-10-14,15.7,1
Graham Ave & Conselyea St,2022-10-12,17.9,1
E 53 St & Madison Ave,2022-10-06,17.6,1
5 Ave & E 29 St,2022-10-07,20.3,1
West Drive & Prospect Park West,2022-10-27,16.9,1
W 24 St & 7 Ave,2022-10-27,16.9,1
Grand St & Elizabeth St,2022-10-16,16.1,1
Hicks St & Montague St,2022-10-16,16.1,1
