start_station_name,date,avgtemp,value
7 Ave S & Bleecker St,2022-10-06,17.6,1
Lenox Ave & W 126 St,2022-10-21,13.4,1
Madison Ave & E 120 St,2022-10-27,16.9,1
Stanton St & Chrystie St,2022-10-31,14.4,1
6 Ave & Broome St,2022-10-19,10.0,1
W 100 St & Manhattan Ave,2022-10-04,10.3,1
Eastern Pkwy & Franklin Ave,2022-10-09,12.3,1
Broadway & W 53 St,2022-10-06,17.6,1
6 Ave & W 33 St,2022-10-30,12.5,1
14 St & 5 Ave,2022-10-11,17.0,1
Central Park W & W 97 St,2022-10-26,18.3,1
W 44 St & 11 Ave,2022-10-19,10.0,1
Lexington Ave & E 36 St,2022-10-31,14.4,1
Broadway & W 165 St,2022-10-16,16.1,1
W 51 St & 6 Ave,2022-10-17,16.6,1
Hicks St & Montague St,2022-10-25,16.9,1
W 24 St & 7 Ave,2022-10-06,17.6,1
Adam Clayton Powell Blvd & W 126 St,2022-10-26,18.3,1
W 106 St & Amsterdam Ave,2022-10-03,11.5,1
W 64 St & Thelonious Monk Circle,2022-10-08,13.9,1
Lexington Ave & E 111 St,2022-10-22,14.4,1
Washington Pl & 6 Ave,2022-10-13,18.7,1
Broadway & W 41 St,2022-10-27,16.9,1
Orchard St & Grand St,2022-10-11,17.0,1
E 14 St & 1 Ave,2022-10-10,15.8,1
W 26 St & 10 Ave,2022-10-09,12.3,1
2 Ave & E 72 St,2022-10-20,11.1,1
Kane St & Clinton St,2022-10-19,10.0,1
E 27 St & Park Ave S,2022-10-26,18.3,1
W 113 St & Broadway,2022-10-11,17.0,1
Roebling St & N 4 St,2022-10-21,13.4,1
Clinton St & Tillary St,2022-10-06,17.6,1
Bergen St & Smith St,2022-10-15,16.2,1
Kent Ave & Division Ave,2022-10-16,16.1,1
E 27 St & 1 Ave,2022-10-06,17.6,1
W 74 St & Columbus Ave,2022-10-18,12.6,1
St Marks Pl & 2 Ave,2022-10-13,18.7,1
E 25 St & 2 Ave,2022-10-05,13.8,1
E 81 St & Park Ave,2022-10-09,12.3,1
Driggs Ave & N 9 St,2022-10-25,16.9,1
Duffield St & Willoughby St,2022-10-11,17.0,1
E 1 St & 1 Ave,2022-10-13,18.7,1
Metropolitan Ave & Meeker Ave,2022-10-18,12.6,1
Riverside Dr & W 104 St,2022-10-09,12.3,1
7 Ave & Central Park South,2022-10-26,18.3,1
4 Ave & 9 St,2022-10-11,17.0,1
Broadway & E 19 St,2022-10-02,15.2,1
Lexington Ave & E 24 St,2022-10-10,15.8,1
Park Pl & Church St,2022-10-14,15.7,1
E 17 St & Broadway,2022-10-17,16.6,1
S 4 St & Wythe Ave,2022-10-27,16.9,1
5 Ave & E 78 St,2022-10-27,16.9,1
Ft. Hamilton Pkwy & E 5 St,2022-10-18,12.6,1
W 63 St & Broadway,2022-10-20,11.1,1
W 44 St & 5 Ave,2022-10-18,12.6,1
2 Ave & E 29 St,2022-10-31,14.4,1
Hope St & Union Ave,2022-10-21,13.4,1
Catherine St & Monroe St,2022-10-07,20.3,1
E 106 St & Madison Ave,2022-10-01,14.8,1
Broadway & E 21 St,2022-10-24,14.1,1
Broadway & E 21 St,2022-10-04,10.3,1
Central Park West & W 85 St,2022-10-21,13.4,1
5 Ave & E 78 St,2022-10-30,12.5,1
Mott St & Prince St,2022-10-29,10.8,1
Madison Ave & E 99 St,2022-10-03,11.5,1
Jerome Ave & E 164 St,2022-10-14,15.7,1
E 44 St & Lexington Ave,2022-10-21,13.4,1
Congress St & Hicks St,2022-10-21,13.4,1
Central Park S & 6 Ave,2022-10-01,14.8,1
W 59 St & 10 Ave,2022-10-26,18.3,1
Broadway & W 61 St,2022-10-08,13.9,1
Adam Clayton Powell Blvd & W 151 St,2022-10-31,14.4,1
Broadway & Roebling St,2022-10-19,10.0,1
W 13 St & 7 Ave,2022-10-20,11.1,1
Atlantic Ave & Fort Greene Pl,2022-10-08,13.9,1
E 22 St & 2 Ave,2022-10-20,11.1,1
E 40 St & Park Ave,2022-10-25,16.9,1
W 20 St & 7 Ave,2022-10-22,14.4,1
Central Park W & W 97 St,2022-10-27,16.9,1
Forsyth St & Canal St,2022-10-24,14.1,1
E 13 St & 2 Ave,2022-10-24,14.1,1
W 104 St & Amsterdam Ave,2022-10-25,16.9,1
Grand Army Plaza & Central Park S,2022-10-15,16.2,1
W 15 St & 7 Ave,2022-10-09,12.3,1
Amsterdam Ave & W 73 St,2022-10-22,14.4,1
South St & Whitehall St,2022-10-25,16.9,1
Albany St & Greenwich St,2022-10-23,14.7,1
Norfolk St & Broome St,2022-10-30,12.5,1
3 Ave & E 112 St,2022-10-15,16.2,1
Perry St & Greenwich Ave,2022-10-07,20.3,1
Grand St & Elizabeth St,2022-10-13,18.7,1
Park Ave & E 124 St,2022-10-26,18.3,1
Cleveland Pl & Spring St,2022-10-31,14.4,1
E 85 St & 3 Ave,2022-10-20,11.1,1
W 110 St & Amsterdam Ave,2022-10-15,16.2,1
5 Ave & E 87 St,2022-10-29,10.8,1
E 10 St & 2 Ave,2022-10-29,10.8,1
W 31 St & 7 Ave,2022-10-23,14.7,1
Central Park W & W 103 St,2022-10-16,16.1,1
7 Ave S & Bleecker St,2022-10-15,16.2,1
W 34 St & Hudson Blvd E,2022-10-31,14.4,1
Amsterdam Ave & W 152 St,2022-10-18,12.6,1
E 91 St & Park Ave,2022-10-03,11.5,1
Union St & Nevins St,2022-10-25,16.9,1
Flatbush Ave & Ocean Ave,2022-10-07,20.3,1
E 5 St & Cooper Sq,2022-10-26,18.3,1
Amsterdam Ave & W 125 St,2022-10-09,12.3,1
Valentine Ave & E 183 St,2022-10-08,13.9,1
E 17 St & Broadway,2022-10-28,11.3,1
E 55 St & 2 Ave,2022-10-20,11.1,1
Vesey St & Church St,2022-10-01,14.8,1
Mercer St & Bleecker St,2022-10-07,20.3,1
1 Ave & E 16 St,2022-10-17,16.6,1
7 Ave & Central Park South,2022-10-14,15.7,1
Suffolk St & Stanton St,2022-10-25,16.9,1
Douglass St & 3 Ave,2022-10-12,17.9,1
W 11 St & 6 Ave,2022-10-26,18.3,1
7 Ave & Central Park South,2022-10-25,16.9,1
Creston Ave & E 181 St,2022-10-15,16.2,1
West St & Liberty St,2022-10-18,12.6,1
E 14 St & 1 Ave,2022-10-03,11.5,1
Wyckoff St & Nevins St,2022-10-27,16.9,1
Broadway & Morris St,2022-10-15,16.2,1
Broadway & W 51 St,2022-10-13,18.7,1
Clermont Ave & Lafayette Ave,2022-10-12,17.9,1
W 42 St & 6 Ave,2022-10-11,17.0,1
5 Ave & E 103 St,2022-10-07,20.3,1
E 33 St & 1 Ave,2022-10-17,16.6,1
Forsyth St & Canal St,2022-10-29,10.8,1
South St & Gouverneur Ln,2022-10-19,10.0,1
Lenox Ave & W 130 St,2022-10-28,11.3,1
E 81 St & York Ave,2022-10-02,15.2,1
E 16 St & 5 Ave,2022-10-15,16.2,1
Henry St & Remsen St,2022-10-26,18.3,1
W 35 St & Dyer Ave,2022-10-29,10.8,1
10 St & 5 Ave,2022-10-17,16.6,1
E 40 St & 5 Ave,2022-10-11,17.0,1
Broadway & E 19 St,2022-10-30,12.5,1
Franklin St & W Broadway,2022-10-09,12.3,1
West St & Liberty St,2022-10-12,17.9,1
W 41 St & 8 Ave,2022-10-05,13.8,1
Murray St\t& West St,2022-10-19,10.0,1
Kenmare St & Elizabeth St,2022-10-29,10.8,1
Cooper Square & Astor Pl,2022-10-13,18.7,1
Lafayette Ave & Ft Greene Pl,2022-10-31,14.4,1
W 13 St & 5 Ave,2022-10-23,14.7,1
West Drive & Prospect Park West,2022-10-06,17.6,1
Carroll St & 6 Ave,2022-10-14,15.7,1
Broadway & W 58 St,2022-10-04,10.3,1
Cleveland Pl & Spring St,2022-10-26,18.3,1
Lenox Ave & W 144 St,2022-10-13,18.7,1
W 113 St & Broadway,2022-10-09,12.3,1
Clermont Ave & Park Ave,2022-10-07,20.3,1
Stanton St & Norfolk St,2022-10-27,16.9,1
E 5 St & Cooper Sq,2022-10-28,11.3,1
Hicks St & Montague St,2022-10-29,10.8,1
Central Park West & W 72 St,2022-10-11,17.0,1
West End Ave & W 78 St,2022-10-06,17.6,1
2 Ave & E 31 St,2022-10-11,17.0,1
Grand Army Plaza & Central Park S,2022-10-10,15.8,1
W 15 St & 7 Ave,2022-10-27,16.9,1
W 17 St & 8 Ave,2022-10-19,10.0,1
Kosciuszko St & Tompkins Ave,2022-10-22,14.4,1
Canal St & Rutgers St,2022-10-26,18.3,1
E 102 St & 1 Ave,2022-10-08,13.9,1
Bedford Ave & Nassau Ave,2022-10-16,16.1,1
Adam Clayton Powell Blvd & W 132 St,2022-10-12,17.9,1
Greenwich St & Hubert St,2022-10-26,18.3,1
Clinton Ave & Myrtle Ave,2022-10-22,14.4,1
Willoughby Ave & Hall St,2022-10-19,10.0,1
St Nicholas Ave & Manhattan Ave,2022-10-24,14.1,1
E 84 St & 1 Ave,2022-10-19,10.0,1
North Moore St & Greenwich St,2022-10-12,17.9,1
17 St & 5 Ave,2022-10-18,12.6,1
E 58 St & Madison Ave,2022-10-25,16.9,1
Warren St & Court St,2022-10-09,12.3,1
Lexington Ave & E 29 St,2022-10-20,11.1,1
Greene Ave & Nostrand Ave,2022-10-10,15.8,1
Hudson St & W 13 St,2022-10-06,17.6,1
Morris Ave & E 163 St,2022-10-25,16.9,1
W 18 St & 6 Ave,2022-10-12,17.9,1
2 Ave & E 29 St,2022-10-24,14.1,1
Sterling St & Bedford Ave,2022-10-06,17.6,1
20 Ave & Shore Blvd,2022-10-26,18.3,1
Washington St & Gansevoort St,2022-10-12,17.9,1
Cedar St & Myrtle Ave,2022-10-15,16.2,1
W 21 St & 6 Ave,2022-10-27,16.9,1
Suydam St & St. Nicholas Ave,2022-10-12,17.9,1
E 9 St & 5 Ave,2022-10-02,15.2,1
Allen St & Hester St,2022-10-14,15.7,1
E 10 St & Avenue A,2022-10-14,15.7,1
8 Ave & W 31 St,2022-10-14,15.7,1
3 St & 7 Ave,2022-10-04,10.3,1
Nostrand Ave & Myrtle Ave,2022-10-27,16.9,1
W 41 St & 8 Ave,2022-10-31,14.4,1
W 50 St & 10 Ave,2022-10-25,16.9,1
6 Ave & W 34 St,2022-10-07,20.3,1
6 Ave & W 33 St,2022-10-19,10.0,1
Pike St & E Broadway,2022-10-30,12.5,1
Washington St & Gansevoort St,2022-10-28,11.3,1
E 16 St & 5 Ave,2022-10-09,12.3,1
Greenwich St & Perry St,2022-10-10,15.8,1
W 51 St & Rockefeller Plaza,2022-10-25,16.9,1
E 85 St & 3 Ave,2022-10-22,14.4,1
Broadway & W 168 St,2022-10-15,16.2,1
W 116 St & Amsterdam Ave,2022-10-23,14.7,1
Willoughby Ave & Hall St,2022-10-19,10.0,1
W 21 St & 6 Ave,2022-10-14,15.7,1
Amsterdam Ave & W 125 St,2022-10-24,14.1,1
Jay St & Tech Pl,2022-10-12,17.9,1
Chauncey St & Malcolm X Blvd,2022-10-21,13.4,1
Broadway & W 122 St,2022-10-22,14.4,1
6 Ave & W 45 St,2022-10-04,10.3,1
Fort Washington Ave & W 173 St,2022-10-08,13.9,1
10 Ave & W 28 St,2022-10-27,16.9,1
King St & Varick St,2022-10-14,15.7,1
W 43 St & 10 Ave,2022-10-20,11.1,1
Madison Ave & E 120 St,2022-10-17,16.6,1
10 Ave & W 14 St,2022-10-12,17.9,1
Lincoln Ave & E 138 St,2022-10-03,11.5,1
Roosevelt Island Tramway,2022-10-22,14.4,1
Park Ave & E 124 St,2022-10-28,11.3,1
E 23 St & 1 Ave,2022-10-13,18.7,1
Christopher St & Greenwich St,2022-10-15,16.2,1
Crescent St & Broadway,2022-10-12,17.9,1
Broadway\t& W 48 St,2022-10-22,14.4,1
W 106 St & Amsterdam Ave,2022-10-20,11.1,1
1 Ave & E 78 St,2022-10-04,10.3,1
E 118 St & Madison Ave,2022-10-10,15.8,1
1 Ave & E 110 St,2022-10-12,17.9,1
Ditmars Blvd & 19 St,2022-10-20,11.1,1
W 16 St & The High Line,2022-10-17,16.6,1
E 2 St & Avenue B,2022-10-16,16.1,1
E 11 St & 3 Ave,2022-10-04,10.3,1
Norfolk St & Broome St,2022-10-22,14.4,1
Graham Ave & Herbert St,2022-10-14,15.7,1
Nassau Ave & Russell St,2022-10-25,16.9,1
E 91 St & 2 Ave,2022-10-10,15.8,1
Park Ave & E 124 St,2022-10-05,13.8,1
E 88 St & Park Ave,2022-10-17,16.6,1
Soissons Landing,2022-10-10,15.8,1
St. Nicholas Ave & W 126 St,2022-10-25,16.9,1
W 16 St & The High Line,2022-10-20,11.1,1
Lexington Ave & E 24 St,2022-10-26,18.3,1
W 95 St & Broadway,2022-10-25,16.9,1
Lenox Ave & W 117 St,2022-10-23,14.7,1
West End Ave & W 60 St,2022-10-13,18.7,1
Columbus Ave & W 72 St,2022-10-25,16.9,1
Jerome Ave & E 164 St,2022-10-06,17.6,1
Atlantic Ave & Furman St,2022-10-23,14.7,1
E 115 St & Lexington Ave,2022-10-29,10.8,1
Lafayette St & Jersey St,2022-10-26,18.3,1
Greene Av & Myrtle Av,2022-10-01,14.8,1
Bergen St & 4 Ave,2022-10-16,16.1,1
12 Ave & W 125 St,2022-10-26,18.3,1
W 54 St & 9 Ave,2022-10-10,15.8,1
4 Ave & 3 St,2022-10-28,11.3,1
Riverside Dr & W 82 St,2022-10-16,16.1,1
Grand Concourse & E 167 St,2022-10-06,17.6,1
9 Ave & W 22 St,2022-10-25,16.9,1
N Moore St & Hudson St,2022-10-15,16.2,1
17 St & 5 Ave,2022-10-18,12.6,1
Allen St & Hester St,2022-10-29,10.8,1
West End Ave & W 94 St,2022-10-14,15.7,1
Broadway & Berry St,2022-10-05,13.8,1
E 51 St & 2 Ave,2022-10-29,10.8,1
Broadway & W 38 St,2022-10-04,10.3,1
Broadway & W 25 St,2022-10-12,17.9,1
E 12 St & 3 Ave,2022-10-06,17.6,1
S 3 St & Bedford Ave,2022-10-10,15.8,1
Central Park West & W 72 St,2022-10-11,17.0,1
12 Ave & W 125 St,2022-10-16,16.1,1
Driggs Ave & N 9 St,2022-10-05,13.8,1
Rockaway Ave & Bainbridge St,2022-10-16,16.1,1
Willoughby Ave & Hall St,2022-10-03,11.5,1
E 91 St & Park Ave,2022-10-20,11.1,1
5 St & 6 Ave,2022-10-27,16.9,1
W 27 St & 7 Ave,2022-10-29,10.8,1
N 12 St & Bedford Ave,2022-10-30,12.5,1
LaGuardia Pl & W 3 St,2022-10-18,12.6,1
6 Ave & W 33 St,2022-10-15,16.2,1
Washington Pl & Broadway,2022-10-17,16.6,1
W 22 St & 10 Ave,2022-10-19,10.0,1
W 4 St & 7 Ave S,2022-10-15,16.2,1
University Pl & E 8 St,2022-10-30,12.5,1
Broadway & W 41 St,2022-10-26,18.3,1
1 Ave & E 78 St,2022-10-27,16.9,1
1 Ave & E 30 St,2022-10-05,13.8,1
E 123 St & Lexington Ave,2022-10-25,16.9,1
Thompson St & Bleecker St,2022-10-10,15.8,1
University Pl & E 14 St,2022-10-22,14.4,1
Fulton St & Broadway,2022-10-10,15.8,1
E 4 St & Ave B,2022-10-06,17.6,1
W 45 St & 8 Ave,2022-10-21,13.4,1
LaGuardia Pl & W 3 St,2022-10-19,10.0,1
W 54 St & 11 Ave,2022-10-30,12.5,1
1 Ave & E 68 St,2022-10-15,16.2,1
Greenpoint Ave & 47 St,2022-10-06,17.6,1
W 51 St & 6 Ave,2022-10-30,12.5,1
5 Ave & 66 St,2022-10-07,20.3,1
Frederick Douglass Blvd & W 112 St,2022-10-26,18.3,1
E 47 St & Park Ave,2022-10-05,13.8,1
N 12 St & Bedford Ave,2022-10-21,13.4,1
Washington St & Gansevoort St,2022-10-30,12.5,1
University Pl & E 14 St,2022-10-17,16.6,1
E 17 St & Broadway,2022-10-14,15.7,1
W 47 St & 6 Ave,2022-10-07,20.3,1
21 St & 21 Ave,2022-10-30,12.5,1
11 Ave & W 59 St,2022-10-11,17.0,1
E 26 St & 3 Ave,2022-10-16,16.1,1
Rutgers St & Henry St,2022-10-17,16.6,1
W 13 St & 5 Ave,2022-10-19,10.0,1
Madison Ave & E 99 St,2022-10-06,17.6,1
E 103 St & Lexington Ave,2022-10-16,16.1,1
2 Ave & E 72 St,2022-10-05,13.8,1
6 Ave & W 34 St,2022-10-14,15.7,1
Lafayette St & Jersey St,2022-10-12,17.9,1
31 Ave & Crescent St,2022-10-06,17.6,1
Old Broadway & W 133 St,2022-10-25,16.9,1
Pier 40 - Hudson River Park,2022-10-11,17.0,1
E 14 St & Avenue B,2022-10-24,14.1,1
Water St &  Fletcher St,2022-10-22,14.4,1
Broadway & E 14 St,2022-10-09,12.3,1
E 35 St & Madison Ave,2022-10-31,14.4,1
Center Blvd & 51 Ave,2022-10-15,16.2,1
Berkeley Pl & 6 Ave,2022-10-07,20.3,1
W 35 St & 8 Ave,2022-10-30,12.5,1
Clinton St & Cherry St,2022-10-18,12.6,1
E 13 St & Avenue A,2022-10-17,16.6,1
Cleveland Pl & Spring St,2022-10-24,14.1,1
5 Ave & E 78 St,2022-10-06,17.6,1
Avenue D & E 3 St,2022-10-24,14.1,1
Jackson St & Leonard St,2022-10-05,13.8,1
Warren St & Smith St,2022-10-22,14.4,1
Morton St & Washington St,2022-10-27,16.9,1
Cumberland St & Lafayette Ave,2022-10-19,10.0,1
E 77 St & 3 Ave,2022-10-30,12.5,1
W 44 St & 11 Ave,2022-10-24,14.1,1
48 Ave & 41 St,2022-10-10,15.8,1
Lexington Ave & E 29 St,2022-10-22,14.4,1
E 89 St & 3 Ave,2022-10-31,14.4,1
Fulton St & William St,2022-10-21,13.4,1
Market St & Cherry St,2022-10-31,14.4,1
Frederick Douglass Blvd & W 117 St,2022-10-17,16.6,1
Fulton St & Adams St,2022-10-10,15.8,1
Jay St & York St,2022-10-26,18.3,1
Central Park S & 6 Ave,2022-10-16,16.1,1
Lexington Ave & E 29 St,2022-10-15,16.2,1
E 44 St & Lexington Ave,2022-10-27,16.9,1
E 9 St & Avenue C,2022-10-29,10.8,1
S 5 Pl & S 5 St,2022-10-28,11.3,1
Driggs Ave & N Henry St,2022-10-15,16.2,1
Washington Ave & Park Ave,2022-10-15,16.2,1
8 Ave & W 16 St,2022-10-24,14.1,1
W 51 St & 6 Ave,2022-10-18,12.6,1
E 41 St & Madison Ave (SE corner),2022-10-12,17.9,1
W 87 St & West End Ave,2022-10-19,10.0,1
Degraw St & Hoyt St,2022-10-23,14.7,1
W 30 St & 10 Ave,2022-10-06,17.6,1
Grove St & Broadway,2022-10-24,14.1,1
Warren St & W Broadway,2022-10-31,14.4,1
Pike St & E Broadway,2022-10-28,11.3,1
Henry St & Atlantic Ave,2022-10-03,11.5,1
E 5 St & Avenue C,2022-10-02,15.2,1
39 Ave & 54 St,2022-10-29,10.8,1
Lafayette Ave & Ft Greene Pl,2022-10-14,15.7,1
E 11 St & 1 Ave,2022-10-09,12.3,1
35 St & 30 Ave,2022-10-31,14.4,1
LaGuardia Pl & W 3 St,2022-10-03,11.5,1
Flushing Ave & Vanderbilt Ave,2022-10-10,15.8,1
W 47 St & 9 Ave,2022-10-08,13.9,1
Brooklyn Bridge Park - Pier 2,2022-10-30,12.5,1
Broadway & W 56 St,2022-10-20,11.1,1
Norfolk St & Broome St,2022-10-21,13.4,1
Broadway & W 38 St,2022-10-05,13.8,1
Bushwick Ave & Furman Ave,2022-10-19,10.0,1
2 Ave & E 99 St,2022-10-10,15.8,1
Thompson St & Bleecker St,2022-10-22,14.4,1
DeKalb Ave & Vanderbilt Ave,2022-10-15,16.2,1
Lawrence St & Willoughby St,2022-10-10,15.8,1
Washington Ave & E 167 St,2022-10-11,17.0,1
Marion Ave & Mosholu Pkwy,2022-10-28,11.3,1
West Broadway & Watts St,2022-10-08,13.9,1
1 Ave & E 62 St,2022-10-26,18.3,1
St Marks Pl & 2 Ave,2022-10-17,16.6,1
E 1 St & Bowery,2022-10-14,15.7,1
Ave A & E 14 St,2022-10-05,13.8,1
W 53 St & 10 Ave,2022-10-11,17.0,1
E 6 St & 2 Ave,2022-10-15,16.2,1
S 4 St & Wythe Ave,2022-10-31,14.4,1
E Houston St & Columbia St,2022-10-04,10.3,1
Ave A & E 14 St,2022-10-13,18.7,1
W 16 St & The High Line,2022-10-28,11.3,1
9 Ave & W 18 St,2022-10-19,10.0,1
W 26 St & 8 Ave,2022-10-27,16.9,1
Stuyvesant Walk & 1 Av Loop,2022-10-20,11.1,1
Wards Meadow Comfort Station,2022-10-22,14.4,1
Perry St & Greenwich Ave,2022-10-19,10.0,1
Perry St & Greenwich Ave,2022-10-14,15.7,1
Broadway & E 14 St,2022-10-16,16.1,1
E 9 St & Avenue C,2022-10-01,14.8,1
W 4 St & 7 Ave S,2022-10-08,13.9,1
Macon St & Nostrand Ave,2022-10-18,12.6,1
E 5 St & Ave A,2022-10-04,10.3,1
11 Ave & W 41 St,2022-10-17,16.6,1
W 84 St & Broadway,2022-10-16,16.1,1
S 4 St & Wythe Ave,2022-10-06,17.6,1
W 49 St & 8 Ave,2022-10-03,11.5,1
Goulden Ave & W 205 St,2022-10-07,20.3,1
Broadway & E 21 St,2022-10-14,15.7,1
W 43 St & 10 Ave,2022-10-21,13.4,1
W 22 St & 8 Ave,2022-10-28,11.3,1
Cooper Square & Astor Pl,2022-10-16,16.1,1
Marcus Garvey Blvd & Macon St,2022-10-28,11.3,1
Pike St & Monroe St,2022-10-21,13.4,1
Greenwich St & Perry St,2022-10-29,10.8,1
W 16 St & The High Line,2022-10-08,13.9,1
Broadway & E 21 St,2022-10-14,15.7,1
E 58 St & Madison Ave,2022-10-24,14.1,1
Riverside Blvd & W 67 St,2022-10-22,14.4,1
Monroe St & Classon Ave,2022-10-07,20.3,1
E 13 St & Avenue A,2022-10-04,10.3,1
Madison Av & E 51 St,2022-10-06,17.6,1
Cooper Square & Astor Pl,2022-10-11,17.0,1
Washington Square E,2022-10-09,12.3,1
E 10 St & Avenue A,2022-10-11,17.0,1
E 10 St & Avenue A,2022-10-21,13.4,1
Washington Pl & Broadway,2022-10-03,11.5,1
Avenue D & E 10 St,2022-10-13,18.7,1
Crescent St & 34 Ave,2022-10-11,17.0,1
Carroll St & Smith St,2022-10-19,10.0,1
John St & William St,2022-10-21,13.4,1
St Marks Pl & 2 Ave,2022-10-07,20.3,1
Cleveland Pl & Spring St,2022-10-19,10.0,1
W 17 St & 7 Ave,2022-10-20,11.1,1
Bergen St & 4 Ave,2022-10-25,16.9,1
Dock 72 Way & Market St,2022-10-26,18.3,1
Crescent St & 30 Ave,2022-10-07,20.3,1
Lexington Ave & E 24 St,2022-10-13,18.7,1
Lafayette St & E 8 St,2022-10-18,12.6,1
E 39 St & 2 Ave,2022-10-05,13.8,1
E 6 St & Avenue D,2022-10-30,12.5,1
E 4 St & 2 Ave,2022-10-24,14.1,1
Evergreen Ave & Noll St,2022-10-30,12.5,1
Prospect Park West & 8 St,2022-10-22,14.4,1
W 20 St & 10 Ave,2022-10-31,14.4,1
31 St & Hoyt Ave N,2022-10-14,15.7,1
8 Ave & W 16 St,2022-10-14,15.7,1
Plaza St East & Flatbush Ave,2022-10-17,16.6,1
E 5 St & Avenue C,2022-10-11,17.0,1
E 55 St & 2 Ave,2022-10-18,12.6,1
2 Ave & E 31 St,2022-10-05,13.8,1
St Marks Pl & 4 Ave,2022-10-16,16.1,1
E 25 St & 1 Ave,2022-10-11,17.0,1
8 Ave & W 31 St,2022-10-17,16.6,1
Lorimer St & Broadway,2022-10-27,16.9,1
Tinton Ave & E 165 St,2022-10-06,17.6,1
W 31 St & 7 Ave,2022-10-16,16.1,1
Broadway & W 56 St,2022-10-22,14.4,1
6 Ave & W 33 St,2022-10-12,17.9,1
St. Nicholas Ave & W 126 St,2022-10-20,11.1,1
E 45 St & 3 Ave,2022-10-25,16.9,1
Ave A & E 14 St,2022-10-31,14.4,1
Franklin Ave & St Marks Ave,2022-10-14,15.7,1
8 Ave & W 33 St,2022-10-26,18.3,1
E 22 St & 2 Ave,2022-10-25,16.9,1
1 Ave & E 62 St,2022-10-13,18.7,1
6 Ave & W 34 St,2022-10-19,10.0,1
W 76 St & Columbus Ave,2022-10-19,10.0,1
W 17 St & 7 Ave,2022-10-05,13.8,1
Broadway & E 21 St,2022-10-16,16.1,1
Adam Clayton Powell Blvd & W 138 St,2022-10-20,11.1,1
Stanton St & Mangin St,2022-10-29,10.8,1
5 Av & W 139 St,2022-10-26,18.3,1
Forsyth St & Canal St,2022-10-10,15.8,1
1 Ave & E 18 St,2022-10-12,17.9,1
Berkeley Pl & 7 Ave,2022-10-15,16.2,1
W 54 St & 9 Ave,2022-10-20,11.1,1
4 Ave & E 12 St,2022-10-10,15.8,1
Gerard Ave & E 146 St,2022-10-23,14.7,1
W 35 St & 9 Ave,2022-10-01,14.8,1
Rutgers St & Henry St,2022-10-14,15.7,1
W 15 St & 7 Ave,2022-10-25,16.9,1
Van Sinderen Ave & Atlantic Ave,2022-10-31,14.4,1
Norfolk St & Broome St,2022-10-27,16.9,1
53 St & 4 Ave,2022-10-18,12.6,1
W 29 St & 9 Ave,2022-10-21,13.4,1
W Tremont Ave & Montgomery Ave,2022-10-20,11.1,1
E 53 St & Lexington Ave,2022-10-10,15.8,1
E 65 St & 2 Ave,2022-10-16,16.1,1
2 Ave & E 104 St,2022-10-31,14.4,1
2 Ave & E 104 St,2022-10-28,11.3,1
Bruckner Blvd & Bryant Ave,2022-10-26,18.3,1
Forsyth St & Grand St,2022-10-29,10.8,1
Amsterdam Ave & W 125 St,2022-10-22,14.4,1
Grand St & Samuel Dickstein Plaza,2022-10-25,16.9,1
E 106 St & 1 Ave,2022-10-13,18.7,1
Riverside Blvd & W 67 St,2022-10-22,14.4,1
Carroll St & 6 Ave,2022-10-15,16.2,1
President St & Henry St,2022-10-15,16.2,1
W 21 St & 6 Ave,2022-10-19,10.0,1
E 53 St & 3 Ave,2022-10-26,18.3,1
57 St & 1 Ave,2022-10-17,16.6,1
Madison St & Montgomery St,2022-10-20,11.1,1
Broadway & W 38 St,2022-10-29,10.8,1
31 St & Newtown Ave,2022-10-18,12.6,1
21 St & 23 Ave,2022-10-31,14.4,1
48 St & Skillman Ave,2022-10-01,14.8,1
10 Ave & W 28 St,2022-10-15,16.2,1
Reade St & Broadway,2022-10-13,18.7,1
Great Jones St,2022-10-08,13.9,1
West St & Chambers St,2022-10-15,16.2,1
W 17 St & 8 Ave,2022-10-12,17.9,1
Berkeley Pl & 7 Ave,2022-10-30,12.5,1
W 51 St & Rockefeller Plaza,2022-10-20,11.1,1
W 13 St & 7 Ave,2022-10-30,12.5,1
West St & Liberty St,2022-10-16,16.1,1
Watts St & Greenwich St,2022-10-31,14.4,1
Pike St & Monroe St,2022-10-09,12.3,1
Nassau St & Navy St,2022-10-25,16.9,1
E 6 St & Avenue D,2022-10-26,18.3,1
1 Ave & E 18 St,2022-10-11,17.0,1
W 44 St & 5 Ave,2022-10-31,14.4,1
E 53 St & Lexington Ave,2022-10-22,14.4,1
Broadway & E 21 St,2022-10-08,13.9,1
Caton Ave & E 10 St,2022-10-28,11.3,1
E 50 St & Park Ave,2022-10-12,17.9,1
E 13 St & Avenue A,2022-10-30,12.5,1
E 22 St & 2 Ave,2022-10-18,12.6,1
E 26 St & 3 Ave,2022-10-15,16.2,1
6 Ave & W 33 St,2022-10-09,12.3,1
Sullivan St & Washington Sq,2022-10-02,15.2,1
8 Ave & W 31 St,2022-10-25,16.9,1
Pleasant Ave & E 116 St,2022-10-27,16.9,1
Washington Pl & 6 Ave,2022-10-28,11.3,1
Vesey Pl & River Terrace,2022-10-27,16.9,1
2 Ave & E 31 St,2022-10-11,17.0,1
Queens Blvd & 56 St,2022-10-14,15.7,1
